Year,Country / territory of asylum/residence,Latitude,Longitude,Origin,RSD procedure type / level,Total persons pending start-year,of which UNHCR-assisted,Applied during year,statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,Otherwise closed,Total decisions,Total persons pending end-year,of which UNHCR-assisted
2003,Mozambique,-18.6657,35.52956,Eritrea,G / FI,8,0,0,0,0,0,0,,8,0
2004,Mozambique,-18.6657,35.52956,Eritrea,G / FA,2,0,0,0,0,0,0,,2,0
2006,Mozambique,-18.6657,35.52956,Eritrea,G / FA,1,1,0,0,0,0,0,,1,1
2008,Mozambique,-18.6657,35.52956,Eritrea,G / FI,2,1,0,0,0,0,1,1,1,1
2010,Mozambique,-18.6657,35.52956,Eritrea,G / FI,2,1,0,0,0,0,0,,2,1
2012,Mozambique,-18.6657,35.52956,Eritrea,G / FI,3,2,0,0,0,0,0,,3,2
2013,Mozambique,-18.6657,35.52956,Eritrea,G / FI,3,2,0,0,0,0,1,1,2,0
2014,Mozambique,-18.6657,35.52956,Eritrea,G / FI,*,0,0,0,0,0,0,,*,*
2014,Namibia,-22.95764,18.49041,Eritrea,G / FI,0,0,0,0,0,0,0,,*,*
2006,Namibia,-22.95764,18.49041,Eritrea,G / FI,0,0,1,0,0,0,0,,1,0
2007,Namibia,-22.95764,18.49041,Eritrea,G / FI,1,1,1,0,0,0,0,,2,2
2008,Namibia,-22.95764,18.49041,Eritrea,G / FI,2,2,1,0,0,0,0,,3,3
2010,Namibia,-22.95764,18.49041,Eritrea,G / FI,2,2,1,0,0,1,0,1,2,2
2011,Namibia,-22.95764,18.49041,Eritrea,G / FI,2,2,1,1,0,0,2,3,0,0
2009,Namibia,-22.95764,18.49041,Eritrea,G / FI,3,3,0,1,0,0,0,1,2,2
2014,Netherlands,52.13263,5.29127,Eritrea,G / FI,0,0,3833,33,3455,357,0,3845,183,0
2013,Netherlands,52.13263,5.29127,Eritrea,G / FI,0,0,978,29,685,164,7,885,0,0
2009,Netherlands,52.13263,5.29127,Eritrea,G / FI,0,0,475,18,223,149,0,390,335,0
2011,Netherlands,52.13263,5.29127,Eritrea,G / FI,248,0,458,27,404,181,0,612,167,0
2012,Netherlands,52.13263,5.29127,Eritrea,G / FI,167,0,424,12,259,197,0,468,167,0
2010,Netherlands,52.13263,5.29127,Eritrea,G / FI,335,0,392,36,268,276,0,580,248,0
2000,Netherlands,52.13263,5.29127,Eritrea,G / FI,0,0,260,0,16,2,291,309,172,0
2008,Netherlands,52.13263,5.29127,Eritrea,G / FI,0,0,236,16,139,66,0,221,0,0
2001,Netherlands,52.13263,5.29127,Eritrea,G / FI,172,0,213,0,17,111,88,216,180,0
2005,Netherlands,52.13263,5.29127,Eritrea,G / FI,117,0,204,11,145,105,39,300,107,0
2006,Netherlands,52.13263,5.29127,Eritrea,G / FI,107,0,175,12,131,41,21,205,75,0
2007,Netherlands,52.13263,5.29127,Eritrea,G / FI,0,0,153,15,120,28,23,186,0,0
2002,Netherlands,52.13263,5.29127,Eritrea,G / FI,180,0,152,2,21,259,20,302,45,0
2004,Netherlands,52.13263,5.29127,Eritrea,G / FI,82,0,148,8,59,74,14,155,117,0
2003,Netherlands,52.13263,5.29127,Eritrea,G / FI,45,0,123,7,21,95,14,137,82,0
2014,Netherlands,52.13263,5.29127,Eritrea,G / RA,0,0,75,0,0,0,0,,8,0
2013,Netherlands,52.13263,5.29127,Eritrea,G / RA,0,0,61,0,0,0,0,,0,0
2012,Netherlands,52.13263,5.29127,Eritrea,G / RA,0,0,57,0,0,0,0,,0,0
2011,Netherlands,52.13263,5.29127,Eritrea,G / RA,0,0,42,0,0,0,0,,0,0
2010,Netherlands,52.13263,5.29127,Eritrea,G / RA,0,0,18,0,0,0,0,,0,0
2000,Netherlands,52.13263,5.29127,Eritrea,G / JR,0,0,0,0,0,0,0,,31,0
2000,Netherlands,52.13263,5.29127,Eritrea,G / AR,0,0,0,2,7,46,10,65,275,0
2001,Netherlands,52.13263,5.29127,Eritrea,G / JR,31,0,0,0,0,0,0,,100,0
2001,Netherlands,52.13263,5.29127,Eritrea,G / AR,275,0,0,0,8,0,99,107,274,0
2002,Netherlands,52.13263,5.29127,Eritrea,G / JR,100,0,0,0,0,0,0,,293,0
2002,Netherlands,52.13263,5.29127,Eritrea,G / AR,274,0,0,1,31,207,24,263,61,0
2003,Netherlands,52.13263,5.29127,Eritrea,G / AR,61,0,0,0,2,55,21,78,24,0
2003,Netherlands,52.13263,5.29127,Eritrea,G / JR,293,0,0,0,0,0,0,,192,0
2004,Netherlands,52.13263,5.29127,Eritrea,G / AR,24,0,0,0,6,17,5,28,23,0
2004,Netherlands,52.13263,5.29127,Eritrea,G / JR,192,0,0,0,0,0,0,,99,0
2005,Netherlands,52.13263,5.29127,Eritrea,G / AR,23,0,0,0,6,3,24,33,11,0
2005,Netherlands,52.13263,5.29127,Eritrea,G / JR,99,0,0,0,0,0,0,,61,0
2006,Netherlands,52.13263,5.29127,Eritrea,G / JR,61,0,0,0,0,0,0,,29,0
2006,Netherlands,52.13263,5.29127,Eritrea,G / AR,11,0,0,0,67,12,31,110,2,0
2007,Netherlands,52.13263,5.29127,Eritrea,G / AR,0,0,0,2,19,2,7,30,0,0
2010,Netherlands,52.13263,5.29127,Eritrea,G / JR,0,0,0,2,10,12,0,24,0,0
2011,Netherlands,52.13263,5.29127,Eritrea,G / JR,0,0,0,4,47,16,0,67,0,0
2012,Netherlands,52.13263,5.29127,Eritrea,G / JR,0,0,0,2,5,14,0,21,0,0
2013,Netherlands,52.13263,5.29127,Eritrea,G / JR,0,0,0,1,19,9,0,29,0,0
2014,Netherlands,52.13263,5.29127,Eritrea,G / JR,0,0,0,*,70,19,0,91,0,0
2002,New Zealand,-40.90056,174.88597,Eritrea,G / FI,0,0,3,0,0,0,0,,0,0
2003,New Zealand,-40.90056,174.88597,Eritrea,G / AR,0,0,3,0,0,0,0,,6,0
2005,New Zealand,-40.90056,174.88597,Eritrea,G / FI,0,0,2,0,0,1,0,1,1,0
2006,New Zealand,-40.90056,174.88597,Eritrea,G / FI,1,0,2,2,0,1,0,3,0,0
2008,New Zealand,-40.90056,174.88597,Eritrea,G / FI,0,0,2,1,0,0,0,1,1,0
2003,New Zealand,-40.90056,174.88597,Eritrea,G / FI,0,0,1,0,0,3,0,3,0,0
2005,New Zealand,-40.90056,174.88597,Eritrea,G / AR,0,0,1,0,0,0,0,,1,0
2006,New Zealand,-40.90056,174.88597,Eritrea,G / AR,1,0,1,2,0,0,0,2,0,0
2010,New Zealand,-40.90056,174.88597,Eritrea,G / FI,0,0,1,0,0,0,0,,1,0
2011,New Zealand,-40.90056,174.88597,Eritrea,G / AR,0,0,1,0,0,1,0,1,0,0
2001,New Zealand,-40.90056,174.88597,Eritrea,G / FI,0,0,0,1,0,0,0,1,0,0
2004,New Zealand,-40.90056,174.88597,Eritrea,G / FI,0,0,0,1,0,0,0,1,0,0
2004,New Zealand,-40.90056,174.88597,Eritrea,G / AR,6,0,0,0,0,3,0,3,0,0
2009,New Zealand,-40.90056,174.88597,Eritrea,G / FI,1,0,0,1,0,0,0,1,0,0
2011,New Zealand,-40.90056,174.88597,Eritrea,G / FI,1,0,0,1,0,0,0,1,0,0
2009,Nicaragua,12.86542,-85.20723,Eritrea,G / FI,0,0,89,0,0,0,89,89,0,0
2010,Nicaragua,12.86542,-85.20723,Eritrea,G / FI,0,0,46,10,0,0,35,45,1,0
2008,Nicaragua,12.86542,-85.20723,Eritrea,G / FI,7,7,24,0,0,0,31,31,0,0
2007,Nicaragua,12.86542,-85.20723,Eritrea,G / FI,0,0,9,0,0,0,2,2,7,0
2011,Nicaragua,12.86542,-85.20723,Eritrea,G / FI,1,0,6,0,0,0,7,7,0,0
2006,Nicaragua,12.86542,-85.20723,Eritrea,G / FI,0,0,2,0,0,0,2,2,0,0
2014,Nigeria,9.082,8.67528,Eritrea,G / FI,*,*,17,0,0,0,*,*,17,17
2010,Nigeria,9.082,8.67528,Eritrea,G / FI,4,4,5,1,0,0,1,2,7,7
2008,Nigeria,9.082,8.67528,Eritrea,G / FI,2,2,3,0,0,1,0,1,4,4
2011,Nigeria,9.082,8.67528,Eritrea,G / FA,7,7,3,1,0,0,2,3,7,7
2007,Nigeria,9.082,8.67528,Eritrea,G / FI,1,1,2,0,0,1,0,1,2,2
2003,Nigeria,9.082,8.67528,Eritrea,G / FI,0,0,1,1,0,0,0,1,0,0
2005,Nigeria,9.082,8.67528,Eritrea,G / FI,0,0,1,0,0,0,0,,1,1
2012,Nigeria,9.082,8.67528,Eritrea,G / FA,7,7,1,3,0,0,1,4,4,4
2006,Nigeria,9.082,8.67528,Eritrea,G / FI,1,1,0,0,0,0,0,,1,1
2009,Nigeria,9.082,8.67528,Eritrea,G / FA,4,4,0,0,0,0,0,,4,4
2013,Nigeria,9.082,8.67528,Eritrea,G / FI,4,4,0,0,0,0,3,3,1,1
2014,North Korea,40.33985,127.51009,Eritrea,G / FA,0,0,0,*,0,0,0,*,*,*
2001,North Korea,40.33985,127.51009,Eritrea,G / FI,0,0,1,0,0,0,0,,1,1
2005,North Korea,40.33985,127.51009,Eritrea,G / FA,0,0,1,0,0,0,1,1,0,0
2013,North Korea,40.33985,127.51009,Eritrea,G / FA,0,0,1,0,0,1,0,1,0,0
2002,North Korea,40.33985,127.51009,Eritrea,G / FI,1,1,0,0,0,0,0,,1,1
2003,North Korea,40.33985,127.51009,Eritrea,G / FI,1,1,0,1,0,0,0,1,0,0
2013,Norway,60.47202,8.46895,Eritrea,G / FI,0,0,3215,2141,13,153,434,2741,912,0
2014,Norway,60.47202,8.46895,Eritrea,G / FI,912,0,2808,1890,0,85,374,2349,1471,0
2009,Norway,60.47202,8.46895,Eritrea,G / FI,1245,0,2667,604,776,87,707,2174,1697,0
2008,Norway,60.47202,8.46895,Eritrea,G / FI,503,0,1799,310,401,34,327,1072,1245,0
2010,Norway,60.47202,8.46895,Eritrea,G / FI,1697,0,1711,1100,503,470,351,2424,956,0
2011,Norway,60.47202,8.46895,Eritrea,G / FI,956,0,1256,1045,98,274,244,1661,639,0
2012,Norway,60.47202,8.46895,Eritrea,G / FI,639,0,1183,1224,4,150,111,1489,350,0
2010,Norway,60.47202,8.46895,Eritrea,G / AR,268,0,875,22,5,601,69,697,444,0
2014,Norway,60.47202,8.46895,Eritrea,G / AR,286,0,802,28,*,785,8,823,198,0
2007,Norway,60.47202,8.46895,Eritrea,G / FI,226,0,789,119,241,18,127,505,503,0
2013,Norway,60.47202,8.46895,Eritrea,G / AR,458,0,755,64,32,730,63,889,286,0
2011,Norway,60.47202,8.46895,Eritrea,G / AR,444,0,684,80,7,428,89,604,513,0
2009,Norway,60.47202,8.46895,Eritrea,G / AR,42,0,613,0,8,402,23,433,268,0
2012,Norway,60.47202,8.46895,Eritrea,G / AR,513,0,587,87,0,452,51,590,458,0
2006,Norway,60.47202,8.46895,Eritrea,G / FI,178,0,316,111,110,5,42,268,244,0
2002,Norway,60.47202,8.46895,Eritrea,G / FI,0,0,269,7,25,84,8,124,0,0
2003,Norway,60.47202,8.46895,Eritrea,G / FI,0,0,201,2,33,253,20,308,0,0
2005,Norway,60.47202,8.46895,Eritrea,G / FI,0,0,177,73,81,6,28,188,0,0
2001,Norway,60.47202,8.46895,Eritrea,G / FI,0,0,132,0,52,37,2,91,0,0
2004,Norway,60.47202,8.46895,Eritrea,G / FI,0,0,110,13,21,9,4,47,0,0
2007,Norway,60.47202,8.46895,Eritrea,G / AR,42,0,109,1,19,28,74,122,28,0
2014,Norway,60.47202,8.46895,Eritrea,G / RA,0,0,74,0,0,0,0,,0,0
2006,Norway,60.47202,8.46895,Eritrea,G / AR,0,0,72,2,54,37,0,93,42,0
2008,Norway,60.47202,8.46895,Eritrea,G / AR,28,0,59,0,3,42,0,45,42,0
2000,Norway,60.47202,8.46895,Eritrea,G / FI,0,0,51,0,16,20,3,39,0,0
2013,Norway,60.47202,8.46895,Eritrea,G / RA,0,0,44,0,0,0,0,,0,0
2000,Norway,60.47202,8.46895,Eritrea,G / AR,0,0,0,0,6,14,0,20,0,0
2004,Norway,60.47202,8.46895,Eritrea,G / AR,0,0,0,1,27,35,0,63,0,0
2005,Norway,60.47202,8.46895,Eritrea,G / AR,0,0,0,3,167,45,0,215,0,0
2004,Pakistan,30.37532,69.34512,Eritrea,U / FA,0,0,1,0,0,0,0,,1,1
2005,Pakistan,30.37532,69.34512,Eritrea,U / FA,1,1,1,0,0,0,0,,2,2
2008,Pakistan,30.37532,69.34512,Eritrea,U / FA,1,1,1,1,0,0,0,1,1,1
2006,Pakistan,30.37532,69.34512,Eritrea,U / FA,2,2,0,0,0,1,0,1,1,1
2007,Pakistan,30.37532,69.34512,Eritrea,U / FA,1,1,0,0,0,0,0,,1,1
2009,Pakistan,30.37532,69.34512,Eritrea,U / FA,1,1,0,0,0,0,1,1,0,0
2009,Panama,8.53798,-80.78213,Eritrea,G / FI,3,3,46,0,0,0,13,13,36,36
2011,Panama,8.53798,-80.78213,Eritrea,G / FI,36,36,10,0,0,0,1,1,45,43
2007,Panama,8.53798,-80.78213,Eritrea,G / FI,0,0,3,0,0,0,0,,3,0
2008,Panama,8.53798,-80.78213,Eritrea,G / FI,3,3,0,0,0,0,0,,3,3
2010,Panama,8.53798,-80.78213,Eritrea,G / FI,36,36,0,0,0,0,0,,36,36
2012,Panama,8.53798,-80.78213,Eritrea,G / FI,45,43,0,0,0,0,4,4,41,41
2013,Panama,8.53798,-80.78213,Eritrea,G / FI,41,41,0,0,0,0,1,1,40,40
2014,Panama,8.53798,-80.78213,Eritrea,G / FI,40,40,0,0,0,0,*,*,39,35
2007,Peru,-9.18997,-75.01515,Eritrea,G / FI,0,0,4,0,0,0,4,4,0,0
2014,Philippines,12.87972,121.77402,Eritrea,G / FI,*,0,0,*,0,0,0,*,*,0
2004,Philippines,12.87972,121.77402,Eritrea,G / FI,0,0,2,0,0,0,0,,2,0
2013,Philippines,12.87972,121.77402,Eritrea,G / FI,0,0,2,1,0,0,0,1,1,0
2005,Philippines,12.87972,121.77402,Eritrea,G / FI,2,0,0,0,0,0,0,,2,0
2006,Philippines,12.87972,121.77402,Eritrea,G / FI,2,0,0,0,0,0,0,,2,0
2007,Philippines,12.87972,121.77402,Eritrea,G / FI,2,0,0,1,0,0,0,1,1,0
2008,Philippines,12.87972,121.77402,Eritrea,G / FI,1,0,0,0,0,0,0,,1,0
2009,Philippines,12.87972,121.77402,Eritrea,G / FI,1,0,0,0,0,0,1,1,0,0
2011,Poland,51.91944,19.14514,Eritrea,G / FI,1,0,12,12,1,0,1,14,0,0
2014,Poland,51.91944,19.14514,Eritrea,G / FI,*,0,7,0,*,0,*,7,*,0
2012,Poland,51.91944,19.14514,Eritrea,G / FI,0,0,4,0,0,0,0,,4,0
2013,Poland,51.91944,19.14514,Eritrea,G / FI,4,0,4,0,1,0,3,4,4,0
2007,Poland,51.91944,19.14514,Eritrea,G / FI,1,0,3,0,1,0,3,4,0,0
2001,Poland,51.91944,19.14514,Eritrea,G / FI,0,0,2,0,0,0,0,,0,0
2000,Poland,51.91944,19.14514,Eritrea,G / FI,0,0,1,0,0,0,1,1,0,0
2002,Poland,51.91944,19.14514,Eritrea,G / AR,0,0,1,1,0,0,0,1,0,0
2006,Poland,51.91944,19.14514,Eritrea,G / FI,0,0,1,0,0,0,0,,1,0
2007,Poland,51.91944,19.14514,Eritrea,G / AR,0,0,1,0,0,0,0,,0,0
2010,Poland,51.91944,19.14514,Eritrea,G / FI,0,0,1,0,0,0,0,,1,0
2002,Poland,51.91944,19.14514,Eritrea,G / FI,0,0,0,0,0,3,0,3,0,0
2009,Portugal,39.39987,-8.22445,Eritrea,G / FI,0,0,21,0,6,2,0,8,0,0
2008,Portugal,39.39987,-8.22445,Eritrea,G / FA,0,0,5,3,4,0,0,7,0,0
2013,Portugal,39.39987,-8.22445,Eritrea,G / FI,2,0,5,0,0,0,0,,7,0
2014,Portugal,39.39987,-8.22445,Eritrea,G / FI,7,0,5,0,7,0,*,8,*,0
2006,Portugal,39.39987,-8.22445,Eritrea,G / FI,0,0,4,4,0,0,0,4,0,0
2012,Portugal,39.39987,-8.22445,Eritrea,G / FI,0,0,2,0,0,0,0,,2,0
2001,Portugal,39.39987,-8.22445,Eritrea,G / FI,0,0,1,0,0,0,1,1,0,0
2010,Portugal,39.39987,-8.22445,Eritrea,G / FI,6,0,0,0,4,0,0,4,2,0
2002,Qatar,25.35483,51.18388,Eritrea,U / FI,0,0,0,0,0,0,0,,2,0
2001,Qatar,25.35483,51.18388,Eritrea,U / FI,0,0,0,1,0,0,0,1,0,0
2005,Qatar,25.35483,51.18388,Eritrea,U / FA,0,0,0,0,0,0,0,,1,0
2006,Qatar,25.35483,51.18388,Eritrea,U / FI,1,0,0,0,0,0,0,,2,0
2003,Qatar,25.35483,51.18388,Eritrea,U / FI,2,0,0,0,0,0,0,,2,0
2004,Qatar,25.35483,51.18388,Eritrea,U / FA,2,0,0,0,0,0,2,2,0,0
2007,Qatar,25.35483,51.18388,Eritrea,U / FI,2,0,0,0,0,0,0,,2,0
2008,Qatar,25.35483,51.18388,Eritrea,U / FI,2,0,0,0,0,0,0,,2,0
2009,Qatar,25.35483,51.18388,Eritrea,U / FI,2,0,0,0,0,0,2,2,0,0
2012,Romania,45.94316,24.96676,Eritrea,G / FA,0,0,16,9,4,3,0,16,0,0
2001,Romania,45.94316,24.96676,Eritrea,G / FI,0,0,5,0,0,5,0,5,0,0
2006,Romania,45.94316,24.96676,Eritrea,G / FA,0,0,5,3,0,0,0,3,2,2
2000,Romania,45.94316,24.96676,Eritrea,G / FI,0,0,4,0,0,4,0,4,0,0
2013,Romania,45.94316,24.96676,Eritrea,G / RA,0,0,3,0,0,0,0,,0,0
2002,Romania,45.94316,24.96676,Eritrea,G / FI,0,0,1,0,0,3,0,3,0,0
2010,Romania,45.94316,24.96676,Eritrea,G / FA,0,0,1,0,0,1,0,1,0,0
2013,Romania,45.94316,24.96676,Eritrea,G / FI,0,0,1,1,0,0,0,1,0,0
2003,Romania,45.94316,24.96676,Eritrea,G / FI,0,0,0,0,0,0,0,,0,0
2004,Romania,45.94316,24.96676,Eritrea,G / FA,2,1,0,0,0,2,0,2,0,0
2005,Romania,45.94316,24.96676,Eritrea,G / FA,0,0,0,0,0,0,0,,0,0
2007,Romania,45.94316,24.96676,Eritrea,G / FA,2,2,0,0,0,2,0,2,0,0
2011,Romania,45.94316,24.96676,Eritrea,G / FA,0,0,0,0,1,0,0,1,0,0
2014,Russia,61.52401,105.31876,Eritrea,G / FI,*,*,0,0,0,*,0,*,*,*
2014,Russia,61.52401,105.31876,Eritrea,G / TA,0,0,0,0,*,*,0,*,*,*
2009,Russia,61.52401,105.31876,Eritrea,G / FI,2,2,13,0,0,9,0,9,6,6
2007,Russia,61.52401,105.31876,Eritrea,G / FI,0,0,7,0,0,0,0,,7,0
2008,Russia,61.52401,105.31876,Eritrea,G / FI,7,7,7,0,0,12,0,12,2,2
2010,Russia,61.52401,105.31876,Eritrea,G / FI,3,3,5,1,0,6,0,7,1,1
2006,Russia,61.52401,105.31876,Eritrea,G / FI,0,0,4,0,0,4,0,4,0,0
2011,Russia,61.52401,105.31876,Eritrea,G / FI,1,1,4,1,0,0,2,3,2,2
2005,Russia,61.52401,105.31876,Eritrea,G / FI,0,0,3,0,0,3,0,3,0,0
2010,Russia,61.52401,105.31876,Eritrea,G / TA,3,3,3,0,0,5,0,5,1,1
2012,Russia,61.52401,105.31876,Eritrea,G / FI,2,2,3,0,0,3,0,3,2,2
2013,Russia,61.52401,105.31876,Eritrea,G / FI,2,2,3,0,0,0,4,4,1,1
2011,Russia,61.52401,105.31876,Eritrea,G / TA,1,1,2,0,0,0,2,2,1,1
2012,Russia,61.52401,105.31876,Eritrea,G / TA,1,1,1,0,0,1,0,1,1,1
2001,Rwanda,-1.94028,29.87389,Eritrea,U / FI,0,0,5,0,0,0,0,5,0,0
2000,Rwanda,-1.94028,29.87389,Eritrea,U / FI,0,0,2,0,0,0,0,,2,2
2002,Rwanda,-1.94028,29.87389,Eritrea,U / FI,0,0,2,0,0,0,0,,2,2
2005,Rwanda,-1.94028,29.87389,Eritrea,G / FI,0,0,1,0,0,0,0,,1,0
2007,Rwanda,-1.94028,29.87389,Eritrea,G / FI,1,1,1,0,0,0,0,,2,2
2012,Rwanda,-1.94028,29.87389,Eritrea,J / FI,0,0,1,0,0,0,0,,1,1
2003,Rwanda,-1.94028,29.87389,Eritrea,U / FI,2,2,0,0,0,0,0,,2,2
2004,Rwanda,-1.94028,29.87389,Eritrea,U / FI,2,2,0,0,0,0,0,,2,2
2005,Rwanda,-1.94028,29.87389,Eritrea,U / FI,2,2,0,0,0,2,0,2,0,0
2006,Rwanda,-1.94028,29.87389,Eritrea,G / FI,1,1,0,0,0,0,0,,1,1
2008,Rwanda,-1.94028,29.87389,Eritrea,G / FI,2,2,0,0,0,0,0,,2,0
2009,Rwanda,-1.94028,29.87389,Eritrea,G / FI,2,0,0,0,0,0,2,2,0,0
2013,Rwanda,-1.94028,29.87389,Eritrea,G / FI,1,1,0,0,0,0,0,,1,1
2014,Rwanda,-1.94028,29.87389,Eritrea,G / FI,*,*,0,0,0,0,0,,*,*
2014,Saudi Arabia,23.88594,45.07916,Eritrea,U / FI,0,0,0,*,0,0,0,*,0,0
2005,Saudi Arabia,23.88594,45.07916,Eritrea,U / FA,13,0,164,163,0,0,4,167,10,0
2004,Saudi Arabia,23.88594,45.07916,Eritrea,U / FA,20,0,60,52,1,14,0,67,13,0
2003,Saudi Arabia,23.88594,45.07916,Eritrea,U / FI,5,0,16,0,0,0,1,1,20,0
2006,Saudi Arabia,23.88594,45.07916,Eritrea,U / FI,10,0,12,0,0,10,0,10,12,0
2007,Saudi Arabia,23.88594,45.07916,Eritrea,U / FI,12,0,10,2,1,0,1,4,18,0
2013,Saudi Arabia,23.88594,45.07916,Eritrea,U / FI,0,0,9,9,0,0,0,9,0,0
2008,Saudi Arabia,23.88594,45.07916,Eritrea,U / FI,18,0,2,7,0,0,9,16,4,0
2010,Saudi Arabia,23.88594,45.07916,Eritrea,U / FI,1,1,2,0,0,0,1,1,2,2
2009,Saudi Arabia,23.88594,45.07916,Eritrea,U / FI,4,0,0,0,0,0,3,3,1,0
2011,Saudi Arabia,23.88594,45.07916,Eritrea,U / FI,2,2,0,0,0,0,2,2,0,0
2014,Senegal,14.4974,-14.45236,Eritrea,G / FA,0,0,0,0,0,0,0,,*,*
2010,Senegal,14.4974,-14.45236,Eritrea,U / FI,0,0,9,0,0,1,0,1,8,8
2011,Senegal,14.4974,-14.45236,Eritrea,G / FI,8,8,3,0,0,0,0,,11,11
2013,Senegal,14.4974,-14.45236,Eritrea,G / FI,3,3,3,0,0,6,0,6,0,0
2008,Senegal,14.4974,-14.45236,Eritrea,G / FI,0,0,1,0,0,1,0,1,0,0
2012,Senegal,14.4974,-14.45236,Eritrea,G / FI,11,11,0,0,0,8,0,8,3,3
2012,Sierra Leone,8.46056,-11.77989,Eritrea,G / FI,0,0,5,0,0,0,0,,5,0
2013,Sierra Leone,8.46056,-11.77989,Eritrea,G / FI,5,0,0,0,0,0,0,,5,0
2014,Sierra Leone,8.46056,-11.77989,Eritrea,G / FI,5,0,0,0,0,0,*,*,*,0
2002,Singapore,1.35208,103.81984,Eritrea,U / FI,0,0,0,0,0,1,0,1,0,0
2014,Slovakia,48.66903,19.69902,Eritrea,G / FI,0,0,0,0,9,0,0,9,0,0
2014,Slovakia,48.66903,19.69902,Eritrea,G / RA,0,0,0,0,0,0,0,,0,0
2012,Slovakia,48.66903,19.69902,Eritrea,G / FI,0,0,29,0,1,1,11,13,0,0
2013,Slovakia,48.66903,19.69902,Eritrea,G / FI,0,0,25,0,12,12,31,55,0,0
2001,Slovakia,48.66903,19.69902,Eritrea,G / FI,0,0,5,0,0,0,1,1,4,0
2013,Slovakia,48.66903,19.69902,Eritrea,G / RA,0,0,4,0,0,0,0,,0,0
2002,Slovakia,48.66903,19.69902,Eritrea,G / FI,4,0,2,0,0,0,6,6,0,0
2010,Slovenia,46.15124,14.99546,Eritrea,G / FI,0,0,4,1,0,0,2,3,1,0
2012,Slovenia,46.15124,14.99546,Eritrea,G / FI,1,0,4,0,0,1,0,1,4,0
2013,Slovenia,46.15124,14.99546,Eritrea,G / FI,4,0,2,4,0,2,0,6,0,0
2009,Slovenia,46.15124,14.99546,Eritrea,G / FI,0,0,1,0,0,0,1,1,0,0
2011,Slovenia,46.15124,14.99546,Eritrea,G / FI,1,0,1,0,0,0,1,1,1,0
2014,Somalia,5.15215,46.19962,Eritrea,U / FI,36,36,0,0,0,0,11,11,26,26
2007,Somalia,5.15215,46.19962,Eritrea,U / FI,2,2,31,0,0,0,1,1,32,32
2008,Somalia,5.15215,46.19962,Eritrea,U / FI,34,34,17,7,0,1,0,8,43,43
2013,Somalia,5.15215,46.19962,Eritrea,U / FI,30,30,10,0,0,0,4,4,36,36
2005,Somalia,5.15215,46.19962,Eritrea,U / FI,0,0,8,5,0,2,1,8,0,0
2012,Somalia,5.15215,46.19962,Eritrea,U / FI,29,29,7,6,0,0,0,6,30,30
2011,Somalia,5.15215,46.19962,Eritrea,U / FI,25,25,5,0,0,0,1,1,29,29
2001,Somalia,5.15215,46.19962,Eritrea,U / FI,1,1,4,4,0,1,0,5,0,0
2006,Somalia,5.15215,46.19962,Eritrea,U / FI,0,0,2,2,0,0,0,2,0,0
2000,Somalia,5.15215,46.19962,Eritrea,U / FI,0,0,1,0,0,0,0,,1,1
2002,Somalia,5.15215,46.19962,Eritrea,U / FI,1,0,1,2,0,0,0,2,0,0
2010,Somalia,5.15215,46.19962,Eritrea,U / FI,30,30,1,4,0,1,1,6,25,25
2009,Somalia,5.15215,46.19962,Eritrea,U / FI,43,43,0,9,0,0,4,13,30,30
2008,South Africa,-30.55948,22.93751,Eritrea,G / FI,0,0,608,0,0,0,0,,0,0
2007,South Africa,-30.55948,22.93751,Eritrea,G / FI,333,0,438,21,0,36,0,57,714,140
2012,South Africa,-30.55948,22.93751,Eritrea,G / FI,35,0,385,253,0,50,0,303,0,0
2011,South Africa,-30.55948,22.93751,Eritrea,G / FI,0,0,375,292,0,48,0,340,35,0
2014,South Africa,-30.55948,22.93751,Eritrea,G / FI,32,*,371,167,0,33,0,200,203,20
2006,South Africa,-30.55948,22.93751,Eritrea,G / FI,0,0,339,5,0,3,0,8,0,0
2005,South Africa,-30.55948,22.93751,Eritrea,G / FI,569,51,300,18,0,8,0,26,843,36
2004,South Africa,-30.55948,22.93751,Eritrea,G / FI,290,30,280,1,0,0,0,1,569,51
2013,South Africa,-30.55948,22.93751,Eritrea,G / FI,0,0,268,168,0,68,0,236,32,6
2009,South Africa,-30.55948,22.93751,Eritrea,G / FI,0,0,219,202,0,71,0,273,0,0
2002,South Africa,-30.55948,22.93751,Eritrea,G / FI,20,20,147,0,0,4,5,9,158,31
2003,South Africa,-30.55948,22.93751,Eritrea,G / FI,158,31,133,0,0,1,0,1,290,30
2000,South Africa,-30.55948,22.93751,Eritrea,G / FI,168,144,71,0,0,0,0,,239,78
2010,South Africa,-30.55948,22.93751,Eritrea,G / FI,0,0,69,169,0,53,0,222,0,0
2014,South Africa,-30.55948,22.93751,Eritrea,G / AR,55,11,58,*,0,7,*,12,101,10
2013,South Africa,-30.55948,22.93751,Eritrea,G / AR,33,3,37,1,0,10,4,15,55,11
2001,South Africa,-30.55948,22.93751,Eritrea,G / FI,239,78,23,0,0,212,30,242,20,20
2012,South Africa,-30.55948,22.93751,Eritrea,G / AR,22,0,17,0,0,5,1,6,33,3
2001,South Africa,-30.55948,22.93751,Eritrea,G / AR,0,0,0,0,0,0,0,,38,0
